location text user_id weibo_created_at 
[39.67844, 116.109924] 也许生活就像一本掉了页的黄历，没有人会把它粘好并一页一页的回忆。 Fri Oct 11 22:08:28 2013 
[39.833366, 116.660586] 北京通州运河森林公园 Fri Oct 11 20:20:09 2013 
[39.84266, 116.20408] 想你的时候便把你的微博从头到尾看一遍，便累也不累了，痛也不痛了，有时候醒悟默默无声才是最大的支持，可终究还是做不到。可以理解你忙得忘了想我，却无法释怀自己的忧伤。你若安好，便一切无恙。 Fri Oct 11 21:36:24 2013 
[39.84217, 116.234306] 【江苏酝酿英语不计入高考总分，你怎么看？】 江苏2016年高考方案正在酝酿改革，英语将实行一年两考，不再计入总分，而是以等级计形式计入高考成绩，高校在录取时将对英语等级提出要求。我发起了一个投票，地址 Fri Oct 11 23:14:39 2013 
[39.84285736084, 116.23770141602] 很喜欢的一首曲子，最喜欢Glenn Medeiros版本 试听地址 >> (通过 录制) Fri Oct 11 23:32:49 2013 
[39.84346, 116.26137] 你生活的起点并不是那么重要，重要的只是在你最终所能够到达哪里。晚安！！ Fri Oct 11 23:45:24 2013 
[39.84805, 116.2836] 【求是网刊美政治学家文章：谁是中国真正的敌人】中国真正的敌人不是美国人民，而是全球卡特尔联盟，其中包括洛克菲勒、乔治·布什、杜邦、比尔·盖茨等家族，他们手中150家跨国公司控制着全球经济命脉和美国政府核心部门，还有培植多年御用智库和财经团队随时听令 Fri Oct 11 23:49:44 2013 
[39.836372, 116.276703] 我的小学同学跟初中同学竟然成为了大学同学。世界太小了。。 Fri Oct 11 20:27:01 2013 
[39.836642008, 116.29093769] 千万别信设计大师..........还是脸蛋重要！！！ Fri Oct 11 15:22:34 2013 
[39.838138, 116.276939] 有些事情虽然早已默默知晓原因，但当别人点破的时候，心里还是会隐隐作痛。虽然很现实无奈，但还是得欺骗自己要相信未来。 Fri Oct 11 08:24:54 2013 
[39.84354, 116.28892] 左边一个重感冒变音的大学委，右边三十八度多重感冒的大飞哥，后边三十七度低烧的大杨笛，我一个人夹在中间身体还居然刚住了！！！！这都不是事！！ Fri Oct 11 23:33:31 2013 
[39.84042131, 116.28680711] 【纯寓言】一群鱼掉到粪坑里说环境差.一大蛆爬过来,指着鱼鼻子说:闭嘴!你不能用鱼缸标准评价粪坑,据天朝粪坑的标准这里已经很好了,我们秉承的是一切为鱼的粪坑原则,调配这一坑大粪我们容易吗?当大部分鱼认命时蛆们却偷偷滴爬出粪坑变成苍蝇飞向西方 Fri Oct 11 20:22:21 2013 
[39.845704, 116.306889] 成功不像大师们说的那样难，他们害怕你成功了，也不像得意忘形的人说的那样容易，会让你放松警惕，每个人在发表自己的观点意见之前或多或少都会加入自己的经验感情和私心，别说你没有，只是没机会而已吧！ Fri Oct 11 18:37:51 2013 
[39.84068, 116.31896] cx. : 说我不真实，我活在现实，0K？ Fri Oct 11 20:43:56 2013 
[39.845554, 116.326088] 求扩散 本人自己的淘宝， 手机充值 100=99.3 欢迎广大朋友来充值 帮忙推广积攒人气 另售各种点卡。 Fri Oct 11 23:41:11 2013 
[39.836578, 116.364746] 冬天快到了，神奇的阿坝有壮观的景象，却没有过冬的服， 孩子们不能正常的学习读书。他们盼望有一天有能力，用自己的双手，为家乡造福！ 让我们拒绝麻木，为孩子们圆梦吧！请将您家中闲置的衣物、鞋子、书籍寄到:四川省阿坝州九寨沟县漳扎镇扎西丹增收。电话:13568784943。 Fri Oct 11 14:35:13 2013 
[39.83883, 116.36908] 不想分开，不想回去，哇哇哇……顺便感慨下在一个城市真好…… Fri Oct 11 20:54:29 2013 
[39.84946, 116.36443] 我们家秋秋酱小凶残同学第一次洗澡后。。。艾玛！！简直就换了只狗啊！！！小可爱～晚上多加15粒狗粮！么么哒～ Fri Oct 11 17:28:28 2013 
[39.842657, 116.370726] 喜隆多着火了 Fri Oct 11 10:47:01 2013 
[39.839645385742, 116.39609527588] 当年参赛的歌曲啊好怀念！ 试听地址 >> (通过 录制) Fri Oct 11 20:59:11 2013 
[39.84409, 116.397217] 结婚不等于幸福，单身也不意味着不幸，因为我们出生时就一个人，最终也不可能同时离去，一个人过，只要心态好，那就是一种幸福，就这么简单。 Fri Oct 11 09:39:39 2013 
[39.84779, 116.41297] 当欲望之門被打开后，如果没有法律的制約，富有想象力的邪惡便會像野草一樣肆意瘋瘧 Fri Oct 11 23:58:27 2013 
[39.841178, 116.410827] 明天長城去也！！！哈哈 我現在離你很近哦！！！ Fri Oct 11 19:40:23 2013 
[39.84227, 116.406056] 就这点事开始不相信我了 以后我还能祈求你事事相信我 护着我？ Fri Oct 11 12:11:25 2013 
[39.84779, 116.41297] It's up to you what your world looks like. 你的世界呈现出怎样的面貌，全由你自己决定。 Fri Oct 11 19:16:31 2013 
[39.837952, 116.416542] 与明月清风作伴，无机心，无忧愁。这才是真正的人生！（冷面书生2013.10.11） Fri Oct 11 08:15:16 2013 
[39.841617, 116.428024] 好怀念内些有你在身边陪伴的时光，现在看来，那是一段多么安详的年轻岁月啊！ Fri Oct 11 23:54:27 2013 
[39.84483, 116.428383] 今天肿木了576居然二十分钟都没来一辆！！！平时都快到家了排了五行队了 Fri Oct 11 17:56:51 2013 
[39.847778, 116.441437] 【励志句子】1让别人舒服，你就是经营者；别人让你舒服，你就是消费者。2想要优秀，你要接受挑战；想要尽快优秀，就要寻找挑战。3敢听真话，需要勇气；敢说真话，需要魄力。4、与其想成为什么样的人物，不如磨练自己做一个努力的人。5超越他人不要得意，被人超越不要失志。 Fri Oct 11 23:53:26 2013 
[39.847316, 116.468772] 有人说我是不幸的生来就和别人不一样，说我是个异类，但是我要说我是幸运的，因为我很有幸有我的父母，那么爱我。有个哥哥可以保护我，很幸运遇到了我的男朋友，而且还有很多很多很喜欢我的朋友，我很幸运让我遇到了我身边的人，所以我很幸福，很幸运！ Fri Oct 11 23:23:06 2013 
[39.844818, 116.488243] 连续四个晚上加班到12点以后，且第一个晚上这么晚才到家。折飞机折了一晚上，图一是师父的杰作，向具有处女座精神的财务部致敬。话说胶水墨水弄脏的拇指连指纹都识别不出，最近主题定是人艰不拆，累觉不爱。 Fri Oct 11 23:58:22 2013 
[39.84482, 116.48824] 走在半路上肚子疼了起来真她妈的见鬼了啊，看来今天又没有戏了啊 ， Fri Oct 11 13:36:29 2013 
[39.844818, 116.488243] 念念念叨。祝祝祝福。若是来年，何叙情愁。 心心心碎。走走走行。如果来日，岂是方长？ Fri Oct 11 01:28:59 2013 
[39.841689, 116.524447] 我今年26身高160人在北京性格开朗活波，请 赐我一个27以上身高175的善良的帅哥 Fri Oct 11 23:46:09 2013 
[39.84762, 116.56442] 好几次梦见某个拐角有个华堂，一楼外贸童装二楼三楼化妆品鞋衣服，四楼是玉器和金饰。最近一次梦到去周生生买金子304一克，也不知现在市价多少了。。。 Fri Oct 11 21:13:03 2013 
[39.84399, 116.569837] 通州 晴 23℃~12℃，天气晴好，点亮心情，点亮世界！（来自 免费下载http:// Fri Oct 11 20:31:36 2013 
[39.847698, 116.593178] 【手撕包菜】食材：卷心菜，花生油，盐，醋，生抽，水淀粉，白糖，蒜，朝天椒。制作：1、包菜用手撕成碎片、洗净、沥干水。2、将所有配料调成一碗酱汁。3、锅烧热，倒入油，加热至十成热，把包菜放进去快速翻炒，不断翻炒炒至回软，马上倒入糖醋汁，再炒一分钟即可出锅。 Fri Oct 11 23:48:32 2013 
[39.846844, 116.609848] 烤箱已收到，从现在起开始我的烘焙生涯，我打算先做曲奇 蛋挞 烤羊排 有进度了我会再来的 Fri Oct 11 17:54:35 2013 
[39.852505, 116.197685] 我用兜兜友分享心情: 要节约粮食了！ [ 原文地址 ] @兜兜友 Fri Oct 11 21:30:53 2013 
[39.85018, 116.22248] 10点到12点不睡觉 就等于不要脸 到凌晨4点还不睡觉 就是不要命了 ，我好像不要脸好多天了！ Fri Oct 11 23:48:13 2013 
[39.84577, 116.29172] 戴上魔声，地铁里的所有嘈杂好像被按了off键，尽情去享受我的音乐世界 Fri Oct 11 19:29:07 2013 
[39.8496, 116.27902] 早安。 365。 Fri Oct 11 07:06:29 2013 
[39.844883, 116.292252] 我在。 (免费下载http:// ) Fri Oct 11 18:08:15 2013 
[39.84837, 116.310242] 其实我喜欢魏一宁不仅仅是因为他的歌声他的才华横溢，而是他受尽北漂的辛苦和天娱的黑幕之后，他那帅气外表下还有一颗强大的内心！ 加油！以后每个生日青柠陪你过！ Fri Oct 11 23:43:14 2013 
[39.85277, 116.31867] 决定了，只要在家，每晚都要，近来退步趋势太明显，恼火得很！ Fri Oct 11 23:52:18 2013 
[39.853843, 116.321838] 半年时间过去了～～～再次来学车，仿佛就像昨天一样～～～ Fri Oct 11 09:09:08 2013 
[39.853794, 116.330986] 有时候突然想逃离这个世界，觉得自己不适合生活在这里，虚伪 浮华的人们，你不懂我我不怪你，我只是随着我内心的呼唤去做一些我想做的事情罢了，只是胡言乱语发泄罢了，突然喜欢上夜晚一个人的宁静，听着轻音乐，静静的思考着，晚安世界 晚安北京 晚安自己 晚安。。。 Sat Oct 12 00:00:55 2013 
[39.842777, 116.32341] 同学给我拿了手机 就能跟你聊扣扣了 哈哈 明天回家 等我吧 Fri Oct 11 12:36:29 2013 
[39.857898, 116.373763] 众里寻它千百度，蓦然回首就在马路对面处……这路盲得跑多少冤枉路啊！ Fri Oct 11 21:19:11 2013 
[39.845402, 116.366951] 想给爸爸一个惊喜。特意为他在太原好利来订了蛋糕. 给哥哥打电话让回家陪爸爸过生日 不记得爸爸生日就算了 我 还被骂了。 你们都怎么想的啊。。 。。。。 Fri Oct 11 11:19:22 2013 
[39.856804, 116.374168] 爱情就好比篮球赛一见钟情就好像三分球，常常有人试投，命中率却往往不可能太高，进球的喜悦的确让人振奋，就好像一见钟情就能长相厮守，让人感觉这就是童话故事... Fri Oct 11 00:44:14 2013 
[39.84614, 116.36815] 感谢朋友们对我家王府井的支持，最终我们以官方统计409票，各组（包括4-7岁组和8-12岁组）总排名第7的好成绩成功进军周日的总决赛，这些都归功于大家的热情帮助，内个记在心里了！感恩感恩 Fri Oct 11 21:39:57 2013 
[39.8516, 116.370994] 今天行程人才招聘会，时隔几年的重操旧业和高峰时间的挤地铁，有点无语 Fri Oct 11 08:29:34 2013 
[39.847971, 116.379021] 398关克罗地亚④键困难。条件不超过50个great。我折了 Fri Oct 11 17:31:18 2013 
[39.851425, 116.389412] 一切都淡忘了，只是记得那些岁月里你一直都在，感谢你 Fri Oct 11 01:10:10 2013 
[39.851455, 116.402412] Fri Oct 11 20:01:35 2013 
[39.852814, 116.423787] 相继于 痘痘 鼻炎 鼻子附近疼 现在就连舌头也来凑热闹了 呜呜呜也跟着长口腔溃疡了！！！！！这一切全是瓜子惹的祸…………以后少吃少吃 Fri Oct 11 21:35:43 2013 
[39.856542, 116.422055] 《有一种幸福叫忘记》 有一种幸福叫忘记 传说中有一种汤，喝下之后会忘却一切。忘记一切忧愁，忘记一切憎恨，忘记一切的不愉快和记忆里想忘记的东西，当然那也包括忘记情，忘记爱…… Fri Oct 11 12:52:57 2013 
[39.845015, 116.421246] 10号地铁宋家庄站人多挤不上去怎么办？很简单，往相反方向（成寿寺）站坐一站，成寿寺下车后再往相反方向（宋家庄坐），便可轻松上车了。 Fri Oct 11 18:38:48 2013 
[39.85873209, 116.43358481] 用不着这么专业吧， Fri Oct 11 23:55:19 2013 
[39.849781, 116.426948] 生活无论怎样的境遇都得要微笑！朋友们早上好！ Fri Oct 11 07:38:00 2013 
[39.854782, 116.454826] 二了一晚上反正二二更健康神奇还是没看上 有狄仁杰没元芳的电影不好看。。。 Fri Oct 11 23:58:15 2013 
[39.851549, 116.454842] 爸爸去哪儿除了湖南卫视有直播，那还能看，谢谢 Fri Oct 11 20:11:01 2013 
[39.858581542969, 116.44961547852] 来听听 漂亮的雪 唱的《你的眼神》，真是太棒了.试听地址 >> (通过 录制) Fri Oct 11 10:25:47 2013 
[39.853645, 116.448829] 大爱。。果然是左眼睛比较咪一点，自从上次看你 说过后就一直留意着，很迷人哦 Fri Oct 11 17:57:52 2013 
[39.844818, 116.488243] 于正版神雕侠侣宣传海报宣传词很煽情耶：“静静地聆听你心底的声音，无视外面一切狂风暴雨，于是你明白，无论睁开双眼，还是闭上双眼，我的眼里只有你。” Fri Oct 11 13:18:24 2013 
[39.844818, 116.488243] 据传黄帝时期已经有了基友这一说，并且文字始祖仓颉坚信基友之间的关系才是最长久的。于是他创造了汉字“久”，其读音为：基友久。 Fri Oct 11 14:51:04 2013 
[39.856516, 116.498798] 对于这个中国汉字书写大赛，我只说一句话。牛，我都认为自己不是中国人了…惭愧之至啊！ 哎早就该这样，科技发达了广大人民的大脑秀逗了！看来应该提倡多看书，少玩手机和电脑这些电子产品了！太害人了！ Fri Oct 11 23:57:58 2013 
[39.856632, 116.513267] 【感悟】人生如梦，暮然回首万事空。嬉笑怒骂即生活，花开花落是人生。种下一个善念，收获一种良知；种下一种良知，收获一种道德；种下一种道德，收获一种习惯；种下一种习惯，收获一种性格；种下一种性格，收获一个人生。 Fri Oct 11 08:04:40 2013 
[39.85482, 116.519317] 反正我是再也不去鬼屋了！ 我喜欢南瓜 Fri Oct 11 23:19:02 2013 
[39.858841, 116.550583] 虽然车不怎么样！但是自己改的还可以吧！可惜现在的天使眼已经不亮了 Fri Oct 11 22:32:05 2013 
[39.855678, 116.627975] 也许不会有人相信喝酒有时并不是为了喝酒，而是为了换回最美好的回忆 Fri Oct 11 21:56:49 2013 
[39.857937, 116.690422] 今天凌晨，石景山喜隆多商场发生火灾，警方相继调派15个消防中队前往处置。扑救中，两名消防员不幸牺牲。他们是刘洪坤，35岁，山东滕州人，石景山消防支队司令部参谋长；刘洪魁，28岁，山东曲阜人，八大处中队副中队长。人民子弟兵，感谢你们 一路走好！ Fri Oct 11 23:10:26 2013 
[39.858115628, 116.72676819] 爸爸，去哪儿 节目真的超级有爱！片尾曲超级好听！ Fri Oct 11 23:40:10 2013 
[39.85681, 116.769228] 越是好女人可能越缺人追，因为她们只想找合适的人，又不想滥杀无辜，所以总拒绝而不滥情。越是好男人，可能越被动，因为他们除了默默爱之外，不懂得浪漫。如果爱一个女人，请给她一个拥抱。如果爱一个男人，请给他一点动力。因为好男人缺鼓励，而好女人缺爱。 Fri Oct 11 22:40:58 2013 
[39.866238, 116.115881] 每个女人一定要有做妖精的勇气，如花般妖娆的怒放，展示独属于自己的魅力。 不取悦于任何人，只为了不白白来这世上走一遭，活出自己独特的风采，诠释着生命的意义。 Fri Oct 11 20:51:02 2013 
[39.860809, 116.146926] 更加不思进取了，不看新闻，不看报，不听广播，不洗澡。任务是:吃饭，睡觉，喂奶。现在完全是没有任何范儿村妞😓😓😓😓 Fri Oct 11 04:35:31 2013 
[39.866352, 116.192245] 想买蜗牛霜的美女们 自己看一下哈 看看蜗牛霜的功效 蜗牛霜会给你带来什么改变 Fri Oct 11 16:39:00 2013 
[39.85640335083, 116.23974609375] 车载卡拉ok、哈哈。有口哨音、较尖。 试听地址 >> (通过 录制) Fri Oct 11 20:24:48 2013 
[39.866336522, 116.27633857] 这么快就结束了，期待下周的，爸爸们真是不容易啊，都好可爱啊。这个节目不错。kimi，王诗玲太可爱了，cindy在后面真像个大姐姐，可算不在哭鼻子了。小石头，天天很棒。 Fri Oct 11 23:41:46 2013 
[39.86517, 116.29537] 住七里庄附近的朋友注意了，最近有维族人尾随偷东西，大家注意保管好自己的包。 Fri Oct 11 20:10:58 2013 
[39.860965484848, 116.29068866667] 没那么厚的脸皮，没那么硬的心。最后还是接下了。得罪人的事。我要是一天到晚没影，就抽个血完事。也行吧只要脸皮够厚心够狠。什么都不顾虑冷眼旁观就好了。什么友情？什么姐妹感情？通通见鬼去吧！ Fri Oct 11 10:50:40 2013 
[39.863028, 116.332694] 不管是牧羊人、海员，还是推销员，总会有一个地方令他们魂牵梦萦，那里会有一个人让他们忘记自由自在周游世界的快乐。 Fri Oct 11 09:15:30 2013 
[39.868436767, 116.35058072] 内地一个的表情貌似透露了一些信息？？？仔细的观察一下 Fri Oct 11 23:59:11 2013 
[39.853443, 116.359359] 草桥天桥看到一个小偷偷女孩的东西。偷盗后，看了看手机，可能是手机不好。又给放回去了。尼玛现在小偷也走高端路线。 Fri Oct 11 07:51:48 2013 
[39.865552951, 116.36707181] 明天的日程有些遥远，加油，干巴爹！！ Fri Oct 11 23:57:25 2013 
[39.860023, 116.364586] 哈哈，晚上和老公在他们单位门口青年餐厅吃饭饭，发票中了五十。好棒！！！头一次中奖。等于才花了不到一百，超值哦以后吃饭饭都要开发票 Fri Oct 11 20:47:26 2013 
[39.861189, 116.363561] 【视频：主君的太阳 14】 Fri Oct 11 16:13:04 2013 
[39.861189, 116.363561] 青春，我不要你还给我什么，我只想让你还我的腿真心特别疼 Fri Oct 11 10:29:14 2013 
[39.861528, 116.3578] 赶紧转票，赶紧去买a区啊啊啊啊啊。。。。。明天不想去上课了，脚疼死了。。。。今天折腾一天，累啊。。。。都是噩耗。。。。求转运~ Fri Oct 11 00:12:13 2013 
[39.860996, 116.370613] 今天在北京石景山区喜隆多商场火灾扑救中，两名消防员壮烈牺牲。默哀致敬🙏北京英雄，人民永远不会忘记 Fri Oct 11 20:59:16 2013 
[39.865028, 116.378998] 走了一天累了吧，小不点好好成长，真想躺在床上睡一觉 往后的日子不好过啊，这么娇气一定得是个姑娘哈哈哈 Fri Oct 11 17:47:07 2013 
[39.863087, 116.377434] 别让一座城市留下了你的青春而留不下你~ Fri Oct 11 10:02:01 2013 
[39.859134, 116.377609] 自从明白点了，就真心害怕会出事，希望我的每一天都是安全的 Fri Oct 11 07:19:54 2013 
[39.854031, 116.382439] 十个月的希仔来喽，这回会不会入选呐 Fri Oct 11 21:39:16 2013 
[39.869918, 116.388259] 红黄蓝早教投资论坛暨儿童教育品牌加盟招商会，在北京陶然大厦开幕啦！ 现在为我们做分享的是，红黄蓝连锁发展中心总经理 胡俊高先生，大家欢迎 Fri Oct 11 09:21:10 2013 
[39.857081107, 116.38689087] Fri Oct 11 11:51:17 2013 
[39.862862, 116.418404] 说真的…5s这个所谓的银色骗了多少人啊…这跟5的白色有区别吗？我把home和摄像头的明显区别挡上 就看颜色 小伙伴们你们能分出来吗？ Sat Oct 12 00:00:18 2013 
[39.856988038, 116.41419183] 三天小长假，明天运动会走起！大后天学校组织去园博，还当了个小组长。。。 Fri Oct 11 22:18:35 2013 
[39.856988038, 116.41419183] 这次回家，一个小到初中的同学，刚毕业就订婚了……好快好快…… Fri Oct 11 19:59:04 2013 
[39.866901, 116.414001] 这个社会很现实，世上的人更现实！有你思念的人最好，想念的人想你更好！夫腹何求！——————王林风。 Fri Oct 11 15:24:57 2013 
[39.86025, 116.41588] 生活每天的忙碌，每天的不确定，每天的不知道明天 我在 Fri Oct 11 09:49:12 2013 
[39.85873209, 116.43358481] 双11，我来了，你在哪？ Fri Oct 11 22:35:50 2013 
[39.8529, 116.424603] 我在老北京铜锅涮肉炙子烤肉(东铁营店)(签到3次)：饿死小爷了 Fri Oct 11 20:29:05 2013 
[39.86563, 116.43579] J.Sibelius君 我会尽力 请 好好对我 Fri Oct 11 22:02:32 2013 
[39.864227, 116.438805] 明天还要上学 Fri Oct 11 19:13:12 2013 
[39.85873209, 116.43358481] 当今的国庆节，严格的说是:中华人民共和国成立的纪念日。不能够说是祖国母亲的生日，否则我们泱泱五千年的历史那去了？中国这个统一的、各民族团结的国家，有历史记载的纪元就有数千年，绝对不是64岁。我们有上下五千年的文化和文明。 Fri Oct 11 10:12:28 2013 
[39.869214, 116.449904] 只想找一个自认为合适的人做女朋友，谈一场无止尽的恋爱。自己全身心的投入到未来的打拼中，背后有个理解我支持我的人。我要的不多，仅此而已！ Fri Oct 11 23:51:37 2013 
[39.855205, 116.448806] 我在这里 这个90后的小男孩儿，他居然自己在分钟寺开了一家类似茶油鸭的小店，自己配料，味道十分鲜美，顾客也是闻香而至，让我这80后的大姐，自愧不如啊！小兄弟姐祝你生意兴隆，加油吧！ Fri Oct 11 18:40:54 2013 
[39.858719, 116.464798] 再好的气垫运动鞋也敌不住北京正规导游的快节奏啊。 Fri Oct 11 19:22:32 2013 
[39.864201, 116.502922] 不愿的原因如下：3。有事情找物业，例如楼道的灯坏了，三催四请，隔了好几天才有人来。同一栋楼里有一住户在家自办教会，每周末用麦克风在屋里大声嚷嚷，唱歌，投诉一年多，物业只是以无可奈何的态度敷衍。 Fri Oct 11 16:33:31 2013 
[39.865601, 116.506828] 非常棒的一款音乐播放器，界面超赞，而且歌曲也很全，向左划是播放列表 向右划是歌词 我再也不用担心妈妈不会使了 superjunior！！！ 好不容易赶上了SMT的北京场，微博微信截图一天不落，求人品大爆发 Fri Oct 11 20:47:24 2013 
[39.861561, 116.506371] 非常棒的一款音乐播放器，界面超赞，而且歌曲也很全，向左划是播放列表 向右划是歌词 我再也不用担心妈妈不会使了 superjunior！！！ 好不容易赶上了SMT的北京场，微博微信截图一天不落，求人品大爆发 Fri Oct 11 11:18:06 2013 
[39.859035, 116.505241] 努力是为了将来更好的生活😠真心怕被自己的身体打垮。用乐观面对一切😊忍耐也是一种态度😖 Fri Oct 11 23:50:15 2013 
[39.865238, 116.50676] 非常棒的一款音乐播放器，界面超赞，而且歌曲也很全，向左划是播放列表 向右划是歌词 我再也不用担心妈妈不会使了 superjunior！！！ 好不容易赶上了SMT的北京场，微博微信截图一天不落，求人品大爆发 Fri Oct 11 21:15:36 2013 
[39.864101, 116.509727] 从今天起 做一个脚踏两只船的好姑娘。所以请赶紧给我两艘船吧。。。一艘也行啊〜唉，唉，说你呢〜别走啊... Fri Oct 11 18:04:46 2013 
[39.863888, 116.513817] 青金很美！看特写 Fri Oct 11 10:45:21 2013 
[39.865219, 116.521949] 每天都是新挑战。小心翼翼尽最大努力做好工作，我想说睡觉成了最幸福的事情。什么披星戴月、什么上班路上堵公交半小时以上担心迟到玩心跳，都通通去吧。我只爱我的被子。梦想这个事儿果真是用来破灭的。enjoy my life。 Fri Oct 11 23:23:35 2013 
[39.86469, 116.55291] 很好玩，支持。。 Fri Oct 11 23:41:02 2013 
[39.86469, 116.55291] 【续】待卿长发及腰，我必凯旋回朝。昔日纵马任逍遥，俱是少年英豪。东都霞色好，西湖烟波缈。执枪血战八方，誓守山河多娇。应有得胜归来日，与卿共度良宵。盼携手终老，愿与子同袍。 Fri Oct 11 09:29:48 2013 
[39.869789, 116.556343] 闹！直接就！根本不犹豫，得瑟一天就上班，龙少侠今儿出门溜达，给你淘换淘换锅碗瓢盆伍的 Fri Oct 11 07:20:05 2013 
[39.86799, 116.61159] 说到让人感动的剧就是《风车》 导演主要想表现的就是剧里面男女主人公至死不渝的爱情，就像剧中谈到的杜拉克草一样坚定不移的守护着它的爱情。看过这部剧的人我相信都会留言，都会赞！ Fri Oct 11 22:30:13 2013 
[39.868432, 116.628657] 刚看完《爸爸，去哪儿》，好看！也着实能看出来谁在家真正地跟孩子交流的多，谁只是在节目上作秀…… Fri Oct 11 23:48:48 2013 
[39.869695, 116.6636389] 今晚吃到了窝夫小子蛋糕很不错哈哈！ Fri Oct 11 23:36:56 2013 
[39.878302, 116.183638] 两年没有过过生日的我谢谢二位给的感动，虽然相处时间不长，但真的很开心，没有太多，只有感谢 （ps:内什么，祝二位百年好合） Fri Oct 11 22:54:34 2013 
[39.874885, 116.191329] 一天还真他妈累，园博园博物馆闭馆早没去成，想最后去永定塔看看，结果还要爬山，想想还是算了。想看夜场，一听，人家已经不开了。再歇歇准备回家吧。 Fri Oct 11 17:18:12 2013 
[39.869819, 116.195983] 别离的伤感弥漫在视线里的每个角落。七月，你选择了打破平和。我们像每对情侣一样。你许我一个以后，我应承你的未来。幸福来得太突兀，以至我们都是不敢轻信它的真实。 Fri Oct 11 17:01:56 2013 
[39.871234, 116.230949] 突然好心慌啊！！我是怎么了？哦，被自己吓到了，原来是压到心脏了！呵呵，自娱自乐一下下。自我调节一下下，就在刚刚，突然对自己对所有事物很绝望。没了自信，没了心情，没了劲头。没了什么都没了！好可怕的想法。不………我还年轻，要奋斗，要为理想而战！ Fri Oct 11 23:35:48 2013 
[39.86532, 116.28388] 完美的爱情对我来说已是奢望，不敢再乞求什么，我看清了自己，一个失败者。 Fri Oct 11 14:24:56 2013 
[39.867403236, 116.31249696] 在北京东直门如家店住了两天后手机里都是广告信息，请问如家信息收费吗？ Fri Oct 11 10:07:41 2013 
[39.8706885, 116.3429705] 我正在玩最新潮，最IN的手机游戏，可以用语音玩的手机游戏，这是快乐家族经常玩的游戏哟，快快加入 跟我们一起体验全球最领先的手机游戏玩法！IOS版Android版均已闪亮发布http:// Fri Oct 11 16:35:57 2013 
[39.865124, 116.334045] 三个女人半夜起来为身体抗战！！右边那个发现后，左边那个开始勘察，最后中间那个冒着残疾的危险消灭了世界上最可恶的物种！！———蚊子。 Fri Oct 11 03:34:35 2013 
[39.8765385196, 116.350698428] 瞧一瞧看一看嘞，走过路过不要错过，新的粉丝群 ミ EXO﹏行星宫 来袭，有兴趣的行星饭戳大图看看，要加入的饭请先进入考核阁进行考核，赶快戳进来吧，我们期待你的加入成为行星宫的一员 Fri Oct 11 11:58:03 2013 
[39.87981, 116.368233] 北京市西城区白纸坊地区社区教育学校启动揭牌仪式 厄 还要参加法律知识竞赛 苦命啊不过有小礼品哦 哈哈 Fri Oct 11 09:20:55 2013 
[39.86503, 116.379] 北京南站取瓶水可真难啊! “藏”在最边上的角落里。成心不给啊! Fri Oct 11 08:42:11 2013 
[39.865028, 116.378998] 建行的全坏，招行的没有，其他行的一大堆、北京南站你是要闹哪样？！ Fri Oct 11 13:38:41 2013 
[39.867099, 116.428606] Fri Oct 11 23:55:03 2013 
[39.8644279758, 116.422086073] 我在麻辣精灵 HOT SPIRIT(方庄店)。火辣辣的一顿啊！！！ Fri Oct 11 19:54:06 2013 
[39.872424, 116.4338] 政府惠民工程，母亲家更换了新窗户。施工人员只入户两次:测量、拆卸并安装。高效完成。母亲告诉我，这些工人就住在楼下院子里搭的工棚中，很年轻，施工文明不扰民。相比某些市民类似安装颇为闹心，我告诉母亲，她和邻居们有多幸运。这些工人很辛苦，也令人敬重。 Fri Oct 11 19:53:23 2013 
[39.876701, 116.446983] 五个小宝贝好可爱 看完爱死这个节目了 笑的我肚子疼 Fri Oct 11 23:55:24 2013 
[39.8767, 116.446982] 期待新赛季CBA…期待新赛季北京金隅…这是哪…北京… Fri Oct 11 20:49:12 2013 
[39.872924, 116.4388] 你再这么可爱你再这么可爱你再这么可爱我就嫁给你 Fri Oct 11 14:07:44 2013 
[39.868336, 116.454994] 网店看似谁都可以干，其实对人要求很高，什么都得会，光一个拍照就很讲究，要负责任，要勤奋，要有好的态度。集合了网页设计，市场营销，客户公关，文案编辑，广告设计，艺术设计等多个岗位的职能。。。 Fri Oct 11 03:58:07 2013 
[39.8647995, 116.45924377] 北京十里河国美刘梦 我在这里： Fri Oct 11 20:00:25 2013 
[39.867523, 116.459091] 我的梦想～↖(^ω^)↗ Fri Oct 11 15:45:20 2013 
[39.878197, 116.463806] 北京电视台针对大果粒酸奶的'体重测试'。凡是喝大果粒酸奶的人还是看看吧，别被骗了，掂量一下自己花的钱值不值。其实早都知道，我们的添加量是最多的了，但消费者却看不到 Fri Oct 11 10:03:27 2013 
[39.8667429972, 116.481625304] 的邻居求你帮忙：“ 离周庄嘉园最近的家具店在哪儿啊？他们的家具都好不好啊？” 来瓜子社区解答邻居的求助，送iPad mini、充值卡、pm2.5口罩等奖品 ；去帮助TA： Fri Oct 11 06:04:58 2013 
[39.874619, 116.478867] 在这个世界上，我有很多想保护的人。看见任何一个被欺负我都受不了！ Fri Oct 11 23:59:41 2013 
[39.87332, 116.47965] 有时候，若要得到最想要的东西，就得去做最不愿做的事。 Fri Oct 11 11:20:22 2013 
